"get_position","get_company","get_location","job_details","get_description"
"Data ScientistMedopad","Medopad","London, UK","https://ai-jobs.net/job/data-scientist-101/","Team: ProductPosition: Data Scientist Role Mission:    The core mission of the Data Scientist is to develop and implement analytical and visual tools to clean and visualise our data. This individual will facilitate Medopad to create visual and research-based deployments internally, aiming to discover patterns in our health data. Where appropriate these projects will result in the production of research papers, highlighting Medopad’s effectiveness. Additionally, the analytical tools created could be used externally by our clients as well. Accountability & First Year KPIs:AI-Infrastructure: Develop the generic data cleaning and data visualization for SVT and PH projects within 3 months.  Research and Epidemiology: Design and create visualization tools that are interactive, modular, user friendly and re-usable within 3 months.Teamwork & Management: Design & implement training programme for other Medopad employees to use the solutions you have created within 9 months. Must have:A Masters or PhD degree in mathematics or computer scienceCreative and able to work between teams and collaboratively with colleaguesIn-depth knowledge of applied statisticsIndependent and goal driven individual with a passion for data visualizationExperience with JavaScript, d3, react, Node.js, R and PythonExcellent communication skills, including the ability to communicate deeply technical concepts to non-technical audiences, at all levels and in all mediums from email to written and oral presentations Nice to havePublication authorshipWe believe magic happens when you bring together diverse ideas, experiences, and styles. We want to create a world where people live longer, fuller lives, and to do that well we need a team that represents all of the people and communities who use our solutions. We are an environment where everyone has the opportunity to do their best work; come and join us. If there are any adjustments we can make for our process to be more inclusive, please get in touch.  To all recruitment agencies: Medopad does not accept agency resumes. Please do not forward resumes to our jobs alias, Medopad employees or any other organization location. Medopad is not responsible for any fees related to unsolicited resumes."
"Machine Learning EngineerThe Vanguard Group, Inc.","The Vanguard Group, Inc.","Malvern, PA, US","https://ai-jobs.net/job/machine-learning-engineer-63/","Making data deliver for investorsFrom our rare ownership structure to our low-cost options, Vanguard is committed to the belief that nothing should stand in the way of investors meeting their goals. We’re making use of advanced data analytics to tackle our most hard problems, removing obstacles to investment and develop deeper market and business insights. As a Machine Learning Engineer at our Center for Analytics & Insights (CAI), you’ll build sophisticated solutions that support a wide range of advanced data driven capabilities. Make it count.In this role, you will:Apply your technological expertise to address the data challenges that our business and our clients face, using insights to turn challenges into opportunitiesTranslates business specifications into design specifications and codes accordingly, in a well-structured and modularized fashionKeen on learning about various tools and techniques for data wrangling and pipe-lining. Heavy focus on ML and AI aspects of data engineeringPrototype new approaches and production solutions at scaleCollaborate with our Advanced Analytics team to collect and manage large-scale data-sets that support better investment decisionsKeep up to speed with the latest industry and technology developments, and apply them to solve data and analytics challenges focused on business performanceLead activities such as quality assurance and data migration and integration to ensure clients and investors get the best business benefitBe the guide who makes the differenceYour skills are critical to looking after the best interests of our investors. That’s because solving our most complex business problems and strategic questions requires expert-level technical and data services. Not content with today’s data solutions, you’ll constantly be scanning the horizon for even better ways of doing things. Joining a team of highly hardworking, cross-disciplinary individuals in our CAI will broaden your point of view and enhance your impact.What it takesUndergraduate degree in a related field (or equivalent training and experience) and, ideally, a master’s degree in software engineering / computer scienceFamiliarity with Dockers, REST APIs, Web Scraping, AWS or similar cloud services is a requirementFamiliar with data frameworks like Hadoop, Spark in Java/Python/ScalaHands-on experience in deep learning frameworks such as TensorFlow and Keras is a plusExperienced knowledge in a range of technologies within your technical specialty-from state-of-the-art to legacy systemsAbout VanguardWe are Vanguard. Together, we’re changing the way the world invests.For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.We want to make success accessible to everyone. This is our opportunity. Let’s make it count.Inclusion StatementVanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: ‘Do the right thing.’We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard’s core purpose.Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success."
"Lead Data ScientistCenturylink","Centurylink","Denver, CO","https://ai-jobs.net/job/centurylink-denver-co-full-time-lead-data-scientist-2/","About CenturyLinkCenturyLink (NYSE: CTL) is the second largest U.S. communications provider to global enterprise customers. With customers in more than 60 countries and an intense focus on the customer experience, CenturyLink strives to be the world’s best networking company by solving customers’ increased demand for reliable and secure connections. The company also serves as its customers’ trusted partner, helping them manage increased network and IT complexity and providing managed network and cyber security solutions that help protect their business.Job SummaryKey member of the Ops Transformation team who will support our Field Operations and Service Assurance teams with insights gained from analyzing company data. The ideal candidate must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and delivering solutions to drive KPI improvements.Job DescriptionMine and analyze data from company sources to drive optimization and improvement of product development, and business strategies. •    Coordinate with various to teams to develop and automate purified data feeds to enable robust model-building practices •    Analyze data discrepancies and, provide analytical insights of operational results •    Develop new and creative ideas to drive cost savings and process improvement •    Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions •    Develop custom data models and algorithms to apply to data sets to improve complex business processes •    Develop company A/B testing framework and test model quality •    Use models to test the effectiveness of different courses of action •    Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations •    Effectively communicate technical and business risks to stakeholders to ensure that the most informed decisions are being made •    Utilize AI (Artificial Intelligence) and ML (Machine Learning) to implement predictive solutions •    Must be self-directed and goal-oriented with solid work ethic and accountability •    Transfer data mined analytics into executive level business case submissions including justification and expected KPI improvements •    Work effectively within tight deadlines and firm schedules •    Work effectively on a team as well as a self-driven individual to do research and develop cutting edge and effective solutions for the business •    Utilize strong knowledge of Field Operations hardware and daily processes coupled with data mining to predict and implement automated solutionsRequired Qualifications: •    SQL / MySQL / Oracle or general database querying •    Experience using statistical computer languages (R, Python, Cypher, OBIEE, HIVE, etc.) to manipulate data and draw insights from large data sets •    Familiarity with data visualization/presentation, and work flow automation techniques •    Knowledge of a variety of machine learning techniques; clustering, decision tree learning, artificial neural networks •    Familiar with a diverse set of tools and languages such as Spark, Splunk, Tableau, PowerBI, NiFi and Flink •    Knowledge of Field Operations processes, procedures, systems and daily required functions •    Proficient with Microsoft Office suite (PowerPoint, Excel, Word, Access) •    Strong background in science or engineering including masters-level specialization in modeling or optimization or data science •    Proven ability to solve complex technical and operational issues across multiple functional organizations •    Experience with relational and non-relational databases •    Strong experience with tools for managing, analyzing, visualizing large datasets, and implementation of predictive solutions •    Clear communication methods; able to provide conclusions with simple language and innovative visualizations to management and executives •    Experience working with and creating data architecture •    High proficiency in classical statistical and mathematical modeling methods •    Excellent written and verbal communication skills for coordinating across teams •    5+ years of experience as a data scientist, quantitative researcher or algorithmistAdditional Qualifications: •    Transformational mindset •    Programming experience (Ex. Java, Perl, C++,etc.) •    Knowledge of TensorFlow, Keras, or Caffe •    Strong background in telecommunications/broadband delivery (Ex. Copper infrastructure, GPON, HSI, etc.) •    Experience working within an Agile environment •    Knowledge of data networking principles (i.e. WAN, LAN, WIFI, Ethernet, etc..)"
"Sr Data ScientistCenturylink","Centurylink","Denver, CO","https://ai-jobs.net/job/centurylink-denver-co-full-time-sr-data-scientist/","About CenturyLinkCenturyLink (NYSE: CTL) is the second largest U.S. communications provider to global enterprise customers. With customers in more than 60 countries and an intense focus on the customer experience, CenturyLink strives to be the world’s best networking company by solving customers’ increased demand for reliable and secure connections. The company also serves as its customers’ trusted partner, helping them manage increased network and IT complexity and providing managed network and cyber security solutions that help protect their business.Job SummaryThe Data Scientist is a highly skilled individual contributor, under minimal supervision, who designs and develops programs, methods, processes, and systems to consolidate and analyze diverse, structured and unstructured “big data” sources to generate actionable insights and solutions using machine learning and advanced analytics.  Interprets and communicates insights and findings from analyses and experiments to other analysts, data scientists, and team members. Job DescriptionThe Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and iteratively developing predictive and prescriptive models to identify optimal solutions.This position will also assist with operationalizing the insights and solutions and changing business processes to maximize the value of those solutions.Analyze data and build predictive and prescriptive models in the areas of capacity planning, anomaly detection, predictive asset failure/maintenance, workload optimization, customer segmentation and business performance.Mine information for previously unknown patterns and insights hidden in these assets and leverage them for competitive advantage.The problems this position will solve will be at the cutting edge of technology and will lie at the intersection of science, engineering and business acumen.QualificationsSpecific Skills Required (Must have Skills):• Bachelor’s Degree in Math, Computer Science, Data Mining, Machine Learning, Statistics or other quantitative discipline. Master’s Degree preferred. • Experienced in writing formulas, expressions and algorithms as needed to support analytical work. • Understands data automation and how to best construct backend database environments and front end visualization for efficiency and recurring use. • Strong communication skills and relationship skills. • Ability to perform ad-hoc statistical analysis including correlation analysis, frequency distribution analysis, probabilistic modeling, sophisticated forecasting, and academic based predictive and prescriptive methods. • Capable of modeling the relationships between many sources of operational data, develop models that can serve to provide insight to support operational management, system optimization, dispatch system configurations and executive support for decision making. • Ability to write customized algorithms to drive predictive and prescriptive analysis in business management, creating actionable recommendations to improve Field Operations. • Ability to logically construct back end data base architecture that can support a growing system of analytical visualization in a Qliksense BI, and analytical decision-making engines. • Can be flexible to work on various types of projects, often balancing multiple deliverables with a wide range of complexity requirements. • Is comfortable working with teams, sharing code among peers, and presenting to leadership. • Has a genuine drive to succeed and self-motivated to “take care of business”, while positively representing the team.• Experience with SQL, database navigation in an Oracle data environment and Data Lake unstructured environments. • Python and/or R data script writing. • 3 + years’ experience delivering Machine Learning and Advanced Analytics solutions."
"Lead Data ScientistCenturylink","Centurylink","Denver, CO","https://ai-jobs.net/job/centurylink-denver-co-full-time-lead-data-scientist/","About CenturyLinkCenturyLink (NYSE: CTL) is the second largest U.S. communications provider to global enterprise customers. With customers in more than 60 countries and an intense focus on the customer experience, CenturyLink strives to be the world’s best networking company by solving customers’ increased demand for reliable and secure connections. The company also serves as its customers’ trusted partner, helping them manage increased network and IT complexity and providing managed network and cyber security solutions that help protect their business.Job SummryThis Data Scientist role is within the Black Lotus Labs Threat Research Team.  This security-focused advanced team utilizes a variety of methods to find malicious actors, botnets, and other risk types in the Internet.  The team is expanding our capabilities to utilize large scale data sets in this analysis and are excited to bring new talented members on-board to join in this exciting work.The Data Scientist is responsible for developing tools to collect, clean, analyze and manage the data used by strategic areas of the business. Employ techniques and theories drawn from mathematics, statistics, from the subdomains of machine learning, classification, cluster analysis, and data mining.Job DescriptionClearly communicate methods and conclusions with simple language and innovative visualizations to management and executives.Work effectively on a team as well as a self-driven individual to do research and develop cutting edge and effective solutions for the business.Provide expertise in analyzing and visualizing large, complex, and unique data sets.Create new insights that will drive business growth and profitability in the short and long term.Deploy analytics code with a continuous integration environment incorporating version control, build servers, and test servers.Design and implement programs and automation to collect, mash up, process and analyze distributed real-world data.Collaborate with cross-functional teams to understand complex business problems, build statistical models, and create predictive tools. QualificationsA strong applied mathematics and statistics knowledgeExperience making actionable decisions out of seemingly inconclusive data setsStrong knowledge of supervised and unsupervised machine learning techniques and methodologiesExperience with relational and non-relational databasesStrong experience with tools for managing, analyzing, and visualizing large datasetsProgramming experience with two or more of Python, Lisp, Java, Scala, R, Matlab, Golang, or C++Creativity and persistence in locating, extracting and analyzing any and all relevant dataProblem solving versatility: making the best decisions possible given the data quality and time availableStrong analytical thinking and ability to quickly pick up new methods, tools and programming languagesHighly qualified candidates may have:Past success in extracurricular math/science activities or competitionsInvolvement through participation with community events such as meetups or security conferences related to data scienceExperience with Spark and JupyterKnowledge of networking and telecommunicationsExperience with sklearn, pandas and numpyKnowledge of malware and network traffic analysis techniquesUser level experience in a Unix-based environment"
"Sr Lead Data ScientistCenturylink","Centurylink","Broomfield, CO (or Remote)","https://ai-jobs.net/job/centurylink-broomfield-co-or-remote-full-time-sr-lead-data-scientist/","About CenturyLinkCenturyLink (NYSE: CTL) is the second largest U.S. communications provider to global enterprise customers. With customers in more than 60 countries and an intense focus on the customer experience, CenturyLink strives to be the world’s best networking company by solving customers’ increased demand for reliable and secure connections. The company also serves as its customers’ trusted partner, helping them manage increased network and IT complexity and providing managed network and cyber security solutions that help protect their business.Job Summary Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interacts with product and service teams to identify questions and issues for data analysis and experiments. Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product, service, and business managers.Job Description Analyze data and build descriptive and predictive models in the areas of capacity planning, anomaly detection, workload optimization, customer segmentation and business performance. Mine information for previously unknown patterns and insights hidden in these assets and leverage them for competitive advantage. The problems solved will be at the cutting edge of technology and will lie at the intersection of science, engineering and business acumen. Be part of a highly skilled agile team and within a strongly focused DevOps culture.Job Requirements Able to apply techniques such as classification, clustering, regression, association, anomaly detection, time series forecasting, Hidden Markov models and Bayesian inference to solve pragmatic business problems Able to design working models and implement them on Big Data systems using Map Reduce or Spark frameworks. Familiar with Hadoop, Pig, Hive, Scope, Cosmos, or similar technologies. Able to work within an agile, iterative DevOps development process12 + year; 8 + year with a Masters Experience with statistical programming environments like R, Matlab or Octave Fluent in one or more object oriented languages like C#, C++, Scala, Java, and scripting languages like Python or Ruby Experience with statistical programming environments like R, Matlab or Octave Degree in Math, Computer Science, Data Mining, Machine Learning, Statistics or other quantitative discipline Plus: Experience with Cloudera or Pivotal  Hadoop distributions, Experience with Pivotal HD, GemFireXD, HAWQ"
"Senior Manager – Machine Learning AnalyticsVodafone","Vodafone","London, UK","https://ai-jobs.net/job/senior-manager-machine-learning-analytics/","Role Title: Senior Manager – Machine Learning AnalyticsLocation: London, Paddington At Vodafone Group we build connections to all our Global operations, acting as an advisory board to drive consistency and customer excellence across 30 countries and for over 420 million customers. We are constantly uncovering tactics to innovate the way we operate, set our global standards or lead our strategic performance. By joining Vodafone Group, you will be part of evolving our digital world of total communications. Now is the time to get on board.We reach over 420 million customers, all with unique behaviours and experiences and have a tremendous amount of data that is generated every single second in our network. This means that we have a vast body of rich information, which if unlocked, can lead to something very special.  This is a strategic and technical role responsible for innovative machine learning analytical solutions that create commercial value.  The solutions will be developed as part of the global BI & Analytics transformation programme working with Google and our offshore teams in Vodafone Shared Services. With us you will:Design and oversee the development of impactful business solutions, focusing on revenue, profitability resource allocation and optimisationInnovate with data science methods and techniques e.g. machine learning algorithms that support predictive analyticsEstablish predicative modelling such as regression, decision trees (incl. random forest), neural networks, time series etc.Partner with senior stakeholders in local markets to develop business solutions  Apply if you have:Science related degree/mastersCommercial acumen and ability to use data to solve business problems with a proactive innovation mindsetExperience in developing Machine Learning algorithms for business use i.e. customer analysis, performance mgmtStatistician with knowledge of distributed processesing, cloud computing (ideally GCP) and strong programming skills i.e. Python, C++, R Commitment from Vodafone Vodafone is committed to attracting, developing and retaining the best people by offering a motivating and inclusive workplace in which talent is truly recognised, developed and rewarded. We believe that diversity plays an important role in the success of our business and we are committed to creating an inclusive work environment which respects, values, celebrates and makes the most of people’s individual differences – we are not only multinational but multicultural too. At Vodafone you will have access to our excellent benefits programme that you would expect from any global company. For any technical difficulties with submitting your application, please contact group.resourcing@vodafone.com If you have any questions left Check out the application process and get to know us better here:https://careers.vodafone.co.uk/corporatehttps://careers.vodafone.co.uk/working-at-vodafoneRead more stories here: https://careers.vodafone.co.uk/posts The future is exciting. Ready?"
"Machine Learning ExpertTaboola","Taboola","Tel Aviv, Israel","https://ai-jobs.net/job/machine-learning-expert-2/","Taboola, the world’s largest content recommendation platform, is hiring a Machine Learning Expert.In this job you will:Be responsible for the entire algorithmic life-cycle in the company: data analytics, prototyping of new ideas, implementing algorithms in a production environment and then monitoring and maintaining themTurn algorithm prototypes into shippable products that will have a significant and immediate impact on the company’s revenueWork on a daily basis with some of the hottest trends in today’s job market: machine/deep learning, big data analytics and cloud computingApply your scientific knowledge and creativity to analyze large volumes of diverse data and develop algorithms to solve complex problemsInfluence directly on the way billions of people discover the internetWork on projects such as Internet Personalization, Content Feed, Real Time Bidding, Video Recommendations and much moreOur tech Stack:Python, Java, TensorFlow, Spark, Kafka, Cassandra, ElasticSearch, BigQuery, Google Cloud Platform, and DockerAbout you:M.Sc. or PhD. in Computer Science, Mathematics, Engineering or a related fieldStrong knowledge in PythonGood knowledge in Java, Scala or C++Familiarity with statistical modeling techniques3+ years of hands on experience with coding machine learning/statistical modeling based solutionsExperience in data analysis and visualization and strong knowledge in SQLPossess strong problem solving and critical thinking skillsNice to have:Experience in developing models using deep learning techniques and toolsExperience in developing software within a distributed computation framework"
"Research Scientist (m/f/d) – Applied Data Analytics & Machine LearningABB","ABB","Ladenburg, Germany","https://ai-jobs.net/job/research-scientist-m-f-d-applied-data-analytics-machine-learning/","Join ABB and work in a team that is dedicated to creating a future where innovative digital technologies allow greater access to cleaner energy. We are looking to appoint a high-caliber Research Scientist for Applied Data Analytics & Machine Learning. This is an outstanding opportunity for a talented individual to help propel our business forward in a fast-paced market. Are you an expert in data analytics, machine learning, and statistics? Do your credentials include experience in handling industrial data and the desire to apply your knowledge in a challenging environment? This is your chance to join our team of highly motivated researchers with the aim of developing the foundations for the next generation of ABB automation and electrification systems.Your responsibilities• Join international team of scientists responsible for conducting wide-ranging research in the field of applied data analytics and machine learning, the focus being on unlocking potential when it comes to operating, maintaining, and optimizing industrial assets• Perform wide range of tasks from problem definition and data exploration, via technology, model and software development to project management • Generate new ideas and develop use cases for international, multidisciplinary research projects that unlock value for ABB’s business units and end customers• Develop applied data analytics, machine learning, and statistical methods to process complex industrial data sets using engineering domain expertise, e.g., diagnosis, monitoring, prediction, prescription, and increased autonomous operation of automation and electrification systems• Validate concepts on the basis of high-quality software prototypes, showcase them in demonstrators, present results to relevant senior stakeholders inside and outside of ABB, and support product development• Publish results at acknowledged scientific conferences, create intellectual property, and contribute to committees and standardization bodies• Establish strategic partnerships with international academia and provide professional input with regard to publicly funded projectsYour background• Above-average university degree (preferably a PhD or similar) in Physics, Mathematics, Engineering, or Computer Science• Experience in one of the following fields: data analytics, applied statistics, signal processing, scientific computing, algorithmics, or machine learning• Excellent programming skills (e.g., C#, C++, Java, Python, R, etc.) and a strong grasp of object-oriented programming• Hands-on experience in developing efficient and reliable industrial software, preferably underpinned by expertise relating to signal processing or analysis of time series• Domain knowledge in process automation, electrification devices, robotics, or another area of ABB’s business, ideally complemented by engineering domain expertise• Well-developed communication skills, cultural awareness, and excellent networking abilities• Proficiency in English, both written and spoken, for the purpose of maintaining a close dialogue with internal/external partners and wider academic communityMore about usBring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together."
"Machine Learning Engineering InternButterfly Network","Butterfly Network","New York, NY, USA","https://ai-jobs.net/job/4catalyzer-machine-learning-engineering-intern/","Company DescriptionButterfly Network is reinventing medical imaging and championing a new era of healthcare by creating the first ever pocket-sized, whole-body ultrasound device – the Butterfly iQ. This breakthrough technology has reduced the cost of the traditional ultrasound system by miniaturizing it onto a single semiconductor silicon chip. Our mission is to democratize healthcare by making medical imaging accessible to everyone around the world.Since inception, Butterfly has raised over $375 million. The iQ is FDA-cleared and is being sold in hospitals and clinics around the globe.Joining Butterfly Network is the opportunity to redesign the future of healthcare through the power of technology. Embark on a journey with us to maximize global impact, motivated by the idea that our products will change the lives of millions along with the people you love. Job DescriptionBuilding “intelligence” into our software is the responsibility of the Deep Learning Team.We’ve built a strong research team and are looking for talented Software Engineers, Data Scientists and Research Scientist interns. This role is best suited for engineers interested in learning about machine learning and building components of high-impact, life-saving systems.Each internship will involve working alongside other research scientists, software engineers and a world-class clinical team to help develop a new suite of “intelligent” medical products.As part of our team, some example core responsibilities will be: Designing Algorithms for interpretation of machine learning models.Real-time analytics systems that monitor the performance of models and annotations.Optimizing speed and size of neural networks on mobile devicesNext generation distributed infrastructure for training machine learning models.QualificationsBaseline skills/experiences/attributes:Working on CS undergraduate or graduate degree.Familiarity with engineering best practices and design patterns.Ideally, you also have these skills/experiences/attributes (but it’s ok if you don’t!):Working on MS or Phd in computer vision, data science or machine learning.Experience with machine learning infrastructure or models.Additional InformationWe offer great perks: Fully covered medical insurance plan, and dental & vision coverage – as a health-tech company, we place great worth on our teams’ well-beingCompetitive salaried compensation – we value our employees and show it Equity – we want every employee to be a stakeholderPre-tax commuter benefits – we make your commute more reasonable Free onsite meals + kitchen stocked with snacks.401k plan – we facilitate your retirement goalsBeautiful office overlooking the Flatiron building in NYC The opportunity to build a revolutionary healthcare product and save millions of lives! For this role, we provide visa assistance for qualified candidates. Butterfly network does not accept agency resumes.Butterfly Network Inc. is an E-Verify Company and is an equal opportunity employer regardless of race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability or Veteran status. All your information will be kept confidential according to EEO guidelines."
"Senior Software Engineer / Machine LearningAtomwise","Atomwise","San Francisco","https://ai-jobs.net/job/senior-software-engineer-machine-learning-4/","At Atomwise, we invented the first deep learning neural networks for structure-based small molecule drug discovery, and we’re currently deploying it in one of the largest applications of machine learning for life sciences. We work on Alzheimer’s, cancer, diabetes, drug-resistant antibiotics, safe pesticides, among treatments for other diseases. We’ve partnered with 4 of the top-10 US pharma companies, raised over $50M from top VCs, and have 100+ diverse projects currently running.You should think about joining us if you care about enabling the application of machine learning to essential problems. For example, we are not constrained by latency or uptime but by scaling and parallelization. Today we can analyze more than 100 million molecules per day, but there are about 10^24 synthetically-accessible molecules. Come help us pick up a couple of orders-of-magnitude.Our team has over 20 Ph.D. scientists who contribute to a high-performance academic-like culture that fosters robust scientific and technical excellence. We strongly believe that data wins over opinions, and aim for as little dogma as possible in our decision making.Our Engineering team is small and growing quickly. As a result, there’s plenty of opportunities for career growth and to have a significant impact on our success. You willHave the opportunity to learn and improve how we run machine learning at scale to deliver new drugsTake a lead role in designing and implementing the software that runs our convolutional neural networkFoster high-quality and adaptable software and systems using code reviews, scrum, and testsInteract closely with scientists at the company (your users) to iteratively determine goals for your projects and evaluate progressRequired QualificationsBachelor’s degree in Computer Science with 5+ years of software engineering experienceHigh proficiency in Python and a compiled language (e.g., C++, golang, Java, etc)Experience implementing deep learning architectures with PyTorch or TensorFlowFamiliarity with the Linux command-line environmentPreferred QualificationsBackground working with GPU architecture and CUDA programming conceptsCompensation & benefitsCompetitive salary, commensurate with experienceStock compensation plan – you’ll be an Atomwise co-ownerPlatinum health, dental, and vision benefits401k with 4% matchFlexible work scheduleGenerous parental leaveStrong emphasis on collaborative learning and career developmentAtomwise is not currently offering visa sponsorships for any position. Please only apply if eligible to work in the U.S."
"Principal Developer – Machine LearningBooking.com","Booking.com","Amsterdam, Noord-Holland, Netherlands","https://ai-jobs.net/job/principal-developer-machine-learning/","At Booking.com we combine the best traits of a start-up with the resources of planet Earth’s #1 accommodation website. We are working towards creating the ultimate travel experience, building and improving great products for both travellers and the accommodation partners.We are not afraid to experiment, think big or aim high!Based in the beautiful city of Amsterdam, our technology department is over 1500 strong.We believe that diversity makes us stronger – with over 60 different nationalities in the technology department alone, you will be able to absorb new skills and develop your career in a multicultural environment.As well as working independently, you will also be responsible for making technical decisions within a team and across teams/sub departments. Our development strategy is agile and we work in small Scrum teams of 5-7. We do several code rollouts every day, are data-driven and do extensive A/B testing on both user and partner facing platforms. B.responsibleLeads design of a successful highly distributed, large scale machine learning platform that has a major impact on the internal and external usersServes as a back-end tech lead on large scale projectsHands-on development of proof of concepts and evaluation of new technologiesImplement technical strategic decisions in cross functional teamsWorks closely with product owners and engineers to design, implement, continually improve highly scalable applications and servicesProvides technical guidance to other team membersMaintains a current understanding of industry and technology trends in a fast moving field, and provides a clear and actionable strategy regarding what we should buy and what we should buildAdvises on and drives the integration between central machine learning tooling and parallel one-off initiativesCommunicates and enforces coding standardsB.skilled12+ years of software development experience, minimum 3 years in lead/architect roleExperience and understanding about how to develop and operate strategic systemsProven hands-on experience in designing, building, improving and operating high-performance, highly-available and scalable distributed systems for machine learning applicationsExperience with service oriented architecture (SOA) is preferredExtensive experience with software development processesExpert knowledge of computer science, with strong competencies in data storage and processing, feature engineering and productionising machine learning models Ability to design and solve complex business problems by writing simple, effective codeEager to work in multiple programming languages and frameworks and constantly striving to raise technical excellenceAbility to convince, provide work direction and leadership to colleagues who do not directly report to this roleExperience mentoring and growing (senior) developers, not through reporting lines, but through thorough and convincing communication is preferredExcellent communication skills. Demonstrated ability to use data to influence and drive decisionsStrong customer focus and passion for doing the right thing for the customerB.offeredLiving and working in Amsterdam, one of the most cosmopolitan cities in EuropeContributing to a high scale, complex, world renowned product and seeing real time impact of your work on millions of travelers worldwideWorking in a fast paced and performance driven cultureOpportunity to utilize technical expertise, leadership capabilities and entrepreneurial spiritPromote and drive impactful and innovative engineering solutionsTechnical, behavioral and interpersonal competence advancement via on-the-job opportunities, experimental projects, hackathons, conferences and active community participationCompetitive compensation and benefits package and some great added perks of working in the home city of Booking.com This position is open to worldwide candidates and, in the case of relocation, we will assist you with a generous relocation package, ensuring a smooth transition to working and living in Amsterdam.  We have successfully relocated 300+ Technology professionals to Amsterdam in the last year!"
"Senior Data Scientist – Analytics ProductsKing","King","Stockholm","https://ai-jobs.net/job/senior-data-scientist-analytics-products/","We are looking for an experienced and creative Senior Data Scientist for our analytics products, where you’ll be working on our in-house A/B-Test Analysis Tool, real-time alert systems and Machine Learning Platform… just to name a few. You will be part of the Central AI team, consisting of 13 Kingsters – AI Engineers, Data Scientists and Developers. Our mission? Creating products of advanced analytics for game performance, to self-generate game content, and anything in-between!Your role within our KingdomWork together with cross-functional teams on solving and automating data-driven decision-making and reporting. With the goal set towards automated A/B-Testing insights.Help the team to architect the design of new data/analytics products, making use of King’s internal ecosystem.Technologies we like at King: Kafka, Flink, Hadoop and the full suite of Google Cloud Platform.Take ownership and responsibility for the analytics tools built in the team.Drive projects from a data and analysis driven prototype to a production-ready system.Skills to create thrillsIn-depth experience working with databases and ability to write complex SQL queriesStrong programming experience, manipulating and analyzing data (Java and Python)Good knowledge of data mining and machine learningComfortable in a Linux environment and experienced working with CI/CD systemsPassionate, self-motivated and capable of self-directionBonus pointsGood understanding of A/B-Test analysis and statisticsExperience working with cloud-based software developmentExperience working with Google Cloud Platform productsAbility to identify appropriate statistical or machine learning technique to use in difference circumstances.Comfortable in exploring new technologies, and building your own toolsAbility to learn quickly and apply newly acquired knowledge to improve existing solutionsA great saga needs all sorts of heroesMaking games is fun. Especially when you do it with people who share the same idea of what makes a good workplace, great. We design games for everyone, no matter where they are or who they are, and we employ all sorts of people from all kinds of backgrounds to bring them to life. Truth is, we simply can’t expect diversity in our players and originality in our games without first nurturing it in our people. A great saga needs diverse heroes.We’re Seriously PlayfulOfficially, we’re a leading interactive entertainment company for the mobile world. Unofficially, we’re a serious business that’s not afraid to have fun. Every day at King, we mix intuition with logic, art with science and magic with mathematics to create the games the world loves to play. Together with our parent company Activision Blizzard, our mission is to bring moments of magic to everyday life. If you think this is something you can help us achieve, let’s talk.Buzz: Artificial IntelligenceApply now!Want to join our Kingdom and the Central AI team? All applications should be made in English."
